分隊,網格編號,車程時間
天母,614,31.0
福安,614,21.0
社子,614,17.0
劍潭,614,22.0
雙溪,614,22.0
後港,614,19.0
陽明山,614,41.0
光明,614,31.0
關渡,614,30.0
石牌,614,26.0
秀山,614,37.0
華山,615,26.0
忠孝,615,24.0
泉州,615,25.0
古亭,615,25.0
城中,615,27.0
雙園,615,31.0
龍山,615,27.0
萬芳,615,27.0
景美,615,30.0
木柵,615,29.0
寶橋,615,30.0
金華,615,25.0
安和,615,24.0
復興,615,24.0
南港,615,15.0
舊莊,615,17.0
成德,615,16.0
信義,615,22.0
永吉,615,21.0
莊敬,615,23.0
大直,615,18.0
松江,615,23.0
建國,615,18.0
圓山,615,20.0
八德,615,18.0
中崙,615,22.0
東湖,615,9.0
大湖,615,8.0
內湖,615,9.0
民權,615,14.0
建成,615,25.0
延平,615,23.0
大同,615,22.0
山仔后,615,36.0
天母,615,37.0
福安,615,26.0
社子,615,21.0
劍潭,615,28.0
雙溪,615,22.0
後港,615,24.0
陽明山,615,41.0
光明,615,36.0
關渡,615,34.0
石牌,615,31.0
秀山,615,39.0
華山,616,26.0
忠孝,616,24.0
泉州,616,28.0
古亭,616,27.0
城中,616,28.0
雙園,616,32.0
龍山,616,29.0
萬芳,616,29.0
景美,616,33.0
木柵,616,31.0
寶橋,616,32.0
金華,616,27.0
安和,616,26.0
復興,616,26.0
南港,616,17.0
舊莊,616,19.0
成德,616,19.0
信義,616,23.0
永吉,616,22.0
莊敬,616,24.0
大直,616,18.0
松江,616,25.0
建國,616,20.0
圓山,616,22.0
八德,616,20.0
中崙,616,24.0
東湖,616,11.0
大湖,616,4.0
內湖,616,12.0
民權,616,16.0
建成,616,28.0
延平,616,24.0
大同,616,25.0
山仔后,616,42.0
天母,616,38.0
福安,616,28.0
社子,616,24.0
劍潭,616,28.0
雙溪,616,23.0
後港,616,26.0
陽明山,616,47.0
光明,616,38.0
關渡,616,36.0
石牌,616,33.0
秀山,616,46.0
華山,618,32.0
忠孝,618,30.0
泉州,618,34.0
古亭,618,33.0
城中,618,34.0
雙園,618,38.0
龍山,618,35.0
萬芳,618,35.0
景美,618,39.0
木柵,618,37.0
寶橋,618,38.0
金華,618,33.0
安和,618,32.0
復興,618,32.0
南港,618,23.0
舊莊,618,25.0
成德,618,25.0
信義,618,29.0
永吉,618,28.0
莊敬,618,30.0
大直,618,24.0
松江,618,31.0
建國,618,26.0
圓山,618,28.0
八德,618,26.0
中崙,618,30.0
東湖,618,17.0
大湖,618,10.0
內湖,618,18.0
民權,618,22.0
建成,618,34.0
延平,618,30.0
大同,618,31.0
山仔后,618,31.0
天母,618,44.0
福安,618,34.0
社子,618,30.0
劍潭,618,34.0
雙溪,618,29.0
後港,618,32.0
陽明山,618,37.0
光明,618,44.0
關渡,618,42.0
石牌,618,39.0
秀山,618,41.0
華山,621,36.0
忠孝,621,32.0
泉州,621,37.0
古亭,621,37.0
城中,621,38.0
雙園,621,45.0
龍山,621,43.0
萬芳,621,43.0
景美,621,42.0
木柵,621,46.0
寶橋,621,47.0
金華,621,35.0
安和,621,40.0
復興,621,35.0
南港,621,38.0
舊莊,621,40.0
成德,621,37.0
信義,621,36.0
永吉,621,35.0
莊敬,621,37.0
大直,621,23.0
松江,621,33.0
建國,621,30.0
圓山,621,28.0
八德,621,34.0
中崙,621,32.0
東湖,621,32.0
大湖,621,25.0
內湖,621,31.0
民權,621,30.0
建成,621,35.0
延平,621,39.0
大同,621,34.0
山仔后,621,33.0
天母,621,32.0
福安,621,35.0
社子,621,32.0
劍潭,621,24.0
雙溪,621,18.0
後港,621,30.0
陽明山,621,39.0
光明,621,39.0
關渡,621,38.0
石牌,621,32.0
秀山,621,43.0
華山,622,38.0
忠孝,622,34.0
泉州,622,39.0
古亭,622,39.0
城中,622,41.0
雙園,622,47.0
龍山,622,45.0
萬芳,622,45.0
景美,622,44.0
木柵,622,49.0
寶橋,622,49.0
金華,622,37.0
安和,622,42.0
復興,622,37.0
南港,622,38.0
舊莊,622,40.0
成德,622,39.0
信義,622,38.0
永吉,622,37.0
莊敬,622,39.0
大直,622,25.0
松江,622,35.0
建國,622,32.0
圓山,622,30.0
八德,622,36.0
中崙,622,34.0
東湖,622,31.0
大湖,622,25.0
內湖,622,33.0
民權,622,32.0
建成,622,37.0
延平,622,41.0
大同,622,36.0
山仔后,622,56.0
天母,622,34.0
福安,622,37.0
社子,622,34.0
劍潭,622,26.0
雙溪,622,20.0
後港,622,32.0
陽明山,622,61.0
光明,622,41.0
關渡,622,40.0
石牌,622,34.0
秀山,622,57.0
華山,632,38.0
忠孝,632,38.0
泉州,632,33.0
古亭,632,30.0
城中,632,41.0
雙園,632,40.0
龍山,632,42.0
萬芳,632,24.0
景美,632,32.0
木柵,632,22.0
寶橋,632,24.0
金華,632,36.0
安和,632,35.0
復興,632,29.0
南港,632,33.0
舊莊,632,30.0
成德,632,36.0
信義,632,31.0
永吉,632,33.0
莊敬,632,31.0
大直,632,40.0
松江,632,33.0
建國,632,36.0
圓山,632,36.0
八德,632,37.0
中崙,632,34.0
東湖,632,34.0
大湖,632,41.0
內湖,632,36.0
民權,632,35.0
建成,632,40.0
延平,632,40.0
大同,632,41.0
山仔后,632,50.0
天母,632,51.0
福安,632,44.0
社子,632,40.0
劍潭,632,42.0
雙溪,632,46.0
後港,632,42.0
陽明山,632,55.0
光明,632,54.0
關渡,632,52.0
石牌,632,49.0
秀山,632,48.0
華山,638,31.0
忠孝,638,30.0
泉州,638,30.0
古亭,638,27.0
城中,638,33.0
雙園,638,38.0
龍山,638,34.0
萬芳,638,24.0
景美,638,32.0
木柵,638,26.0
寶橋,638,27.0
金華,638,33.0
安和,638,31.0
復興,638,27.0
南港,638,17.0
舊莊,638,11.0
成德,638,20.0
信義,638,26.0
永吉,638,26.0
莊敬,638,27.0
大直,638,29.0
松江,638,30.0
建國,638,28.0
圓山,638,30.0
八德,638,30.0
中崙,638,31.0
東湖,638,20.0
大湖,638,27.0
內湖,638,24.0
民權,638,25.0
建成,638,35.0
延平,638,30.0
大同,638,32.0
山仔后,638,46.0
天母,638,46.0
福安,638,36.0
社子,638,31.0
劍潭,638,36.0
雙溪,638,35.0
後港,638,34.0
陽明山,638,51.0
光明,638,46.0
關渡,638,44.0
石牌,638,41.0
秀山,638,43.0
華山,639,27.0
忠孝,639,26.0
泉州,639,26.0
古亭,639,23.0
城中,639,29.0
雙園,639,33.0
龍山,639,30.0
萬芳,639,20.0
景美,639,27.0
木柵,639,22.0
寶橋,639,23.0
金華,639,29.0
安和,639,27.0
復興,639,22.0
南港,639,13.0
舊莊,639,7.0
成德,639,16.0
信義,639,22.0
永吉,639,22.0
莊敬,639,22.0
大直,639,25.0
松江,639,26.0
建國,639,23.0
圓山,639,26.0
八德,639,25.0
中崙,639,27.0
東湖,639,16.0
大湖,639,23.0
內湖,639,19.0
民權,639,20.0
建成,639,31.0
延平,639,26.0
大同,639,28.0
山仔后,639,42.0
天母,639,41.0
福安,639,31.0
社子,639,27.0
劍潭,639,32.0
雙溪,639,31.0
後港,639,29.0
陽明山,639,48.0
光明,639,41.0
關渡,639,39.0
石牌,639,36.0
秀山,639,40.0
華山,640,25.0
忠孝,640,24.0
泉州,640,28.0
古亭,640,27.0
城中,640,27.0
雙園,640,31.0
龍山,640,28.0
萬芳,640,27.0
景美,640,33.0
木柵,640,28.0
寶橋,640,33.0
金華,640,27.0
安和,640,26.0
復興,640,28.0
南港,640,12.0
舊莊,640,16.0
成德,640,11.0
信義,640,16.0
永吉,640,16.0
莊敬,640,21.0
大直,640,23.0
松江,640,24.0
建國,640,20.0
圓山,640,22.0
八德,640,19.0
中崙,640,26.0
東湖,640,17.0
大湖,640,21.0
內湖,640,14.0
民權,640,20.0
建成,640,30.0
延平,640,24.0
大同,640,25.0
山仔后,640,39.0
天母,640,38.0
福安,640,28.0
社子,640,24.0
劍潭,640,28.0
雙溪,640,29.0
後港,640,26.0
陽明山,640,44.0
光明,640,38.0
關渡,640,36.0
石牌,640,33.0
秀山,640,36.0
華山,641,22.0
忠孝,641,21.0
泉州,641,24.0
古亭,641,24.0
城中,641,24.0
雙園,641,28.0
龍山,641,25.0
萬芳,641,23.0
景美,641,30.0
木柵,641,25.0
寶橋,641,30.0
金華,641,24.0
安和,641,23.0
復興,641,25.0
南港,641,9.0
舊莊,641,13.0
成德,641,7.0
信義,641,13.0
永吉,641,13.0
莊敬,641,17.0
大直,641,20.0
松江,641,21.0
建國,641,17.0
圓山,641,19.0
八德,641,16.0
中崙,641,23.0
東湖,641,14.0
大湖,641,18.0
內湖,641,11.0
民權,641,16.0
建成,641,24.0
延平,641,21.0
大同,641,21.0
山仔后,641,34.0
天母,641,35.0
福安,641,25.0
社子,641,20.0
劍潭,641,25.0
雙溪,641,26.0
後港,641,23.0
陽明山,641,39.0
光明,641,35.0
關渡,641,33.0
石牌,641,30.0
秀山,641,34.0
華山,642,17.0
忠孝,642,15.0
泉州,642,23.0
古亭,642,21.0
城中,642,19.0
雙園,642,23.0
龍山,642,20.0
萬芳,642,21.0
景美,642,24.0
木柵,642,22.0
寶橋,642,24.0
金華,642,19.0
安和,642,17.0
復興,642,19.0
南港,642,1.0
舊莊,642,8.0
成德,642,8.0
信義,642,14.0
永吉,642,14.0
莊敬,642,15.0
大直,642,15.0
松江,642,16.0
建國,642,15.0
圓山,642,17.0
八德,642,13.0
中崙,642,17.0
東湖,642,7.0
大湖,642,14.0
內湖,642,9.0
民權,642,10.0
建成,642,22.0
延平,642,15.0
大同,642,20.0
山仔后,642,34.0
天母,642,33.0
福安,642,23.0
社子,642,19.0
劍潭,642,23.0
雙溪,642,21.0
後港,642,21.0
陽明山,642,39.0
光明,642,33.0
關渡,642,31.0
石牌,642,28.0
秀山,642,31.0
華山,643,20.0
忠孝,643,17.0
泉州,643,19.0
古亭,643,19.0
城中,643,20.0
雙園,643,24.0
龍山,643,21.0
萬芳,643,19.0
景美,643,24.0
木柵,643,20.0
寶橋,643,22.0
金華,643,19.0
安和,643,18.0
復興,643,17.0
南港,643,8.0
舊莊,643,9.0
成德,643,12.0
信義,643,16.0
永吉,643,15.0
莊敬,643,16.0
大直,643,16.0
松江,643,16.0
建國,643,11.0
圓山,643,14.0
八德,643,12.0
中崙,643,15.0
東湖,643,3.0
大湖,643,10.0
內湖,643,7.0
民權,643,12.0
建成,643,19.0
延平,643,16.0
大同,643,16.0
山仔后,643,37.0
天母,643,29.0
福安,643,19.0
社子,643,15.0
劍潭,643,20.0
雙溪,643,24.0
後港,643,17.0
陽明山,643,42.0
光明,643,29.0
關渡,643,28.0
石牌,643,24.0
秀山,643,34.0
華山,644,23.0
忠孝,644,21.0
泉州,644,22.0
古亭,644,22.0
城中,644,23.0
雙園,644,27.0
龍山,644,24.0
萬芳,644,23.0
景美,644,27.0
木柵,644,24.0
寶橋,644,26.0
金華,644,22.0
安和,644,21.0
復興,644,21.0
南港,644,11.0
舊莊,644,13.0
成德,644,15.0
信義,644,19.0
永吉,644,18.0
莊敬,644,20.0
大直,644,19.0
松江,644,20.0
建國,644,15.0
圓山,644,17.0
八德,644,15.0
中崙,644,19.0
東湖,644,4.0
大湖,644,7.0
內湖,644,8.0
民權,644,14.0
建成,644,22.0
延平,644,20.0
大同,644,19.0
山仔后,644,35.0
天母,644,33.0
福安,644,23.0
社子,644,18.0
劍潭,644,23.0
雙溪,644,25.0
後港,644,20.0
陽明山,644,40.0
光明,644,33.0
關渡,644,31.0
石牌,644,28.0
秀山,644,37.0
華山,645,25.0
忠孝,645,23.0
泉州,645,25.0
古亭,645,24.0
城中,645,25.0
雙園,645,30.0
龍山,645,26.0
萬芳,645,25.0
景美,645,30.0
木柵,645,26.0
寶橋,645,28.0
金華,645,24.0
安和,645,23.0
復興,645,23.0
南港,645,13.0
舊莊,645,15.0
成德,645,15.0
信義,645,20.0
永吉,645,20.0
莊敬,645,22.0
大直,645,17.0
松江,645,22.0
建國,645,17.0
圓山,645,19.0
八德,645,17.0
中崙,645,21.0
東湖,645,6.0
大湖,645,1.0
內湖,645,8.0
民權,645,14.0
建成,645,25.0
延平,645,22.0
大同,645,22.0
山仔后,645,38.0
天母,645,35.0
福安,645,25.0
社子,645,21.0
劍潭,645,25.0
雙溪,645,22.0
後港,645,23.0
陽明山,645,43.0
光明,645,35.0
關渡,645,33.0
石牌,645,30.0
秀山,645,42.0
華山,646,31.0
忠孝,646,27.0
泉州,646,30.0
古亭,646,29.0
城中,646,30.0
雙園,646,34.0
龍山,646,31.0
萬芳,646,30.0
景美,646,35.0
木柵,646,32.0
寶橋,646,33.0
金華,646,29.0
安和,646,28.0
復興,646,28.0
南港,646,18.0
舊莊,646,20.0
成德,646,20.0
信義,646,25.0
永吉,646,24.0
莊敬,646,26.0
大直,646,20.0
松江,646,27.0
建國,646,22.0
圓山,646,25.0
八德,646,22.0
中崙,646,26.0
東湖,646,12.0
大湖,646,5.0
內湖,646,14.0
民權,646,18.0
建成,646,30.0
延平,646,27.0
大同,646,27.0
山仔后,646,47.0
天母,646,40.0
福安,646,30.0
社子,646,26.0
劍潭,646,31.0
雙溪,646,25.0
後港,646,28.0
陽明山,646,53.0
光明,646,40.0
關渡,646,38.0
石牌,646,35.0
秀山,646,47.0
華山,647,35.0
忠孝,647,32.0
泉州,647,34.0
古亭,647,34.0
城中,647,35.0
雙園,647,39.0
龍山,647,36.0
萬芳,647,35.0
景美,647,39.0
木柵,647,36.0
寶橋,647,38.0
金華,647,34.0
安和,647,33.0
復興,647,32.0
南港,647,23.0
舊莊,647,24.0
成德,647,27.0
信義,647,31.0
永吉,647,30.0
莊敬,647,31.0
大直,647,30.0
松江,647,31.0
建國,647,26.0
圓山,647,29.0
八德,647,27.0
中崙,647,30.0
東湖,647,15.0
大湖,647,13.0
內湖,647,21.0
民權,647,27.0
建成,647,34.0
延平,647,31.0
大同,647,31.0
山仔后,647,41.0
天母,647,44.0
福安,647,34.0
社子,647,30.0
劍潭,647,35.0
雙溪,647,34.0
後港,647,32.0
陽明山,647,46.0
光明,647,44.0
關渡,647,42.0
石牌,647,39.0
秀山,647,44.0
華山,648,31.0
忠孝,648,29.0
泉州,648,32.0
古亭,648,32.0
城中,648,33.0
雙園,648,37.0
龍山,648,34.0
萬芳,648,34.0
景美,648,37.0
木柵,648,35.0
寶橋,648,37.0
金華,648,32.0
安和,648,31.0
復興,648,31.0
南港,648,22.0
舊莊,648,24.0
成德,648,24.0
信義,648,28.0
永吉,648,27.0
莊敬,648,29.0
大直,648,23.0
松江,648,30.0
建國,648,25.0
圓山,648,27.0
八德,648,25.0
中崙,648,29.0
東湖,648,15.0
大湖,648,9.0
內湖,648,17.0
民權,648,21.0
建成,648,32.0
延平,648,29.0
大同,648,29.0
山仔后,648,44.0
天母,648,43.0
福安,648,33.0
社子,648,28.0
劍潭,648,33.0
雙溪,648,28.0
後港,648,31.0
陽明山,648,50.0
光明,648,43.0
關渡,648,41.0
石牌,648,38.0
秀山,648,45.0
華山,666,27.0
忠孝,666,26.0
泉州,666,22.0
古亭,666,19.0
城中,666,30.0
雙園,666,28.0
龍山,666,32.0
萬芳,666,15.0
景美,666,26.0
木柵,666,16.0
寶橋,666,21.0
金華,666,25.0
安和,666,23.0
復興,666,18.0
南港,666,22.0
舊莊,666,19.0
成德,666,25.0
信義,666,20.0
永吉,666,22.0
莊敬,666,19.0
大直,666,28.0
松江,666,22.0
建國,666,25.0
圓山,666,25.0
八德,666,26.0
中崙,666,23.0
東湖,666,23.0
大湖,666,29.0
內湖,666,24.0
民權,666,24.0
建成,666,29.0
延平,666,29.0
大同,666,30.0
山仔后,666,46.0
天母,666,40.0
福安,666,33.0
社子,666,29.0
劍潭,666,31.0
雙溪,666,35.0
後港,666,31.0
陽明山,666,51.0
光明,666,43.0
關渡,666,41.0
石牌,666,38.0
秀山,666,43.0
華山,668,27.0
忠孝,668,26.0
泉州,668,26.0
古亭,668,23.0
城中,668,29.0
雙園,668,33.0
龍山,668,30.0
萬芳,668,20.0
景美,668,27.0
木柵,668,22.0
寶橋,668,23.0
金華,668,29.0
安和,668,27.0
復興,668,22.0
南港,668,13.0
舊莊,668,7.0
成德,668,16.0
信義,668,22.0
永吉,668,22.0
莊敬,668,22.0
大直,668,25.0
松江,668,26.0
建國,668,23.0
圓山,668,26.0
八德,668,25.0
中崙,668,27.0
東湖,668,16.0
大湖,668,23.0
內湖,668,19.0
民權,668,21.0
建成,668,31.0
延平,668,26.0
大同,668,28.0
山仔后,668,34.0
天母,668,41.0
福安,668,31.0
社子,668,27.0
劍潭,668,32.0
雙溪,668,31.0
後港,668,29.0
陽明山,668,40.0
光明,668,41.0
關渡,668,39.0
石牌,668,36.0
秀山,668,36.0
華山,669,18.0
忠孝,669,16.0
泉州,669,24.0
古亭,669,22.0
城中,669,20.0
雙園,669,24.0
龍山,669,21.0
萬芳,669,21.0
景美,669,25.0
木柵,669,22.0
寶橋,669,23.0
金華,669,19.0
安和,669,17.0
復興,669,20.0
南港,669,9.0
舊莊,669,6.0
成德,669,13.0
信義,669,15.0
永吉,669,15.0
莊敬,669,16.0
大直,669,16.0
松江,669,17.0
建國,669,15.0
圓山,669,18.0
八德,669,16.0
中崙,669,18.0
東湖,669,10.0
大湖,669,17.0
內湖,669,12.0
民權,669,11.0
建成,669,22.0
延平,669,16.0
大同,669,20.0
山仔后,669,43.0
天母,669,33.0
福安,669,23.0
社子,669,19.0
劍潭,669,24.0
雙溪,669,21.0
後港,669,21.0
陽明山,669,49.0
光明,669,33.0
關渡,669,31.0
石牌,669,28.0
秀山,669,41.0
華山,670,25.0
忠孝,670,23.0
泉州,670,25.0
古亭,670,22.0
城中,670,27.0
雙園,670,31.0
龍山,670,28.0
萬芳,670,19.0
景美,670,26.0
木柵,670,20.0
寶橋,670,22.0
金華,670,26.0
安和,670,24.0
復興,670,21.0
南港,670,10.0
舊莊,670,5.0
成德,670,14.0
信義,670,19.0
永吉,670,19.0
莊敬,670,21.0
大直,670,23.0
松江,670,24.0
建國,670,21.0
圓山,670,24.0
八德,670,23.0
中崙,670,25.0
東湖,670,13.0
大湖,670,20.0
內湖,670,17.0
民權,670,18.0
建成,670,29.0
延平,670,23.0
大同,670,26.0
山仔后,670,40.0
天母,670,39.0
福安,670,29.0
社子,670,25.0
劍潭,670,29.0
雙溪,670,28.0
後港,670,27.0
陽明山,670,45.0
光明,670,39.0
關渡,670,37.0
石牌,670,34.0
秀山,670,37.0
華山,671,21.0
忠孝,671,20.0
泉州,671,24.0
古亭,671,21.0
城中,671,23.0
雙園,671,27.0
龍山,671,24.0
萬芳,671,18.0
景美,671,25.0
木柵,671,19.0
寶橋,671,21.0
金華,671,23.0
安和,671,21.0
復興,671,20.0
南港,671,7.0
舊莊,671,4.0
成德,671,10.0
信義,671,16.0
永吉,671,16.0
莊敬,671,19.0
大直,671,19.0
松江,671,20.0
建國,671,17.0
圓山,671,20.0
八德,671,18.0
中崙,671,21.0
東湖,671,10.0
大湖,671,17.0
內湖,671,13.0
民權,671,14.0
建成,671,25.0
延平,671,19.0
大同,671,22.0
山仔后,671,35.0
天母,671,35.0
福安,671,25.0
社子,671,21.0
劍潭,671,26.0
雙溪,671,25.0
後港,671,23.0
陽明山,671,40.0
光明,671,35.0
關渡,671,33.0
石牌,671,30.0
秀山,671,32.0
華山,672,16.0
忠孝,672,15.0
泉州,672,20.0
古亭,672,20.0
城中,672,19.0
雙園,672,23.0
龍山,672,19.0
萬芳,672,19.0
景美,672,23.0
木柵,672,21.0
寶橋,672,22.0
金華,672,18.0
安和,672,16.0
復興,672,19.0
南港,672,3.0
舊莊,672,6.0
成德,672,10.0
信義,672,15.0
永吉,672,15.0
莊敬,672,15.0
大直,672,14.0
松江,672,15.0
建國,672,13.0
圓山,672,15.0
八德,672,13.0
中崙,672,17.0
東湖,672,5.0
大湖,672,12.0
內湖,672,9.0
民權,672,10.0
建成,672,20.0
延平,672,15.0
大同,672,17.0
山仔后,672,34.0
天母,672,31.0
福安,672,21.0
社子,672,16.0
劍潭,672,21.0
雙溪,672,20.0
後港,672,18.0
陽明山,672,39.0
光明,672,31.0
關渡,672,29.0
石牌,672,26.0
秀山,672,31.0
華山,673,20.0
忠孝,673,17.0
泉州,673,19.0
古亭,673,18.0
城中,673,20.0
雙園,673,24.0
龍山,673,21.0
萬芳,673,19.0
景美,673,24.0
木柵,673,21.0
寶橋,673,22.0
金華,673,18.0
安和,673,18.0
復興,673,17.0
南港,673,7.0
舊莊,673,9.0
成德,673,12.0
信義,673,16.0
永吉,673,15.0
莊敬,673,16.0
大直,673,16.0
松江,673,16.0
建國,673,11.0
圓山,673,14.0
八德,673,11.0
中崙,673,15.0
東湖,673,4.0
大湖,673,11.0
內湖,673,7.0
民權,673,11.0
建成,673,19.0
延平,673,16.0
大同,673,16.0
山仔后,673,39.0
天母,673,29.0
福安,673,19.0
社子,673,15.0
劍潭,673,20.0
雙溪,673,24.0
後港,673,17.0
陽明山,673,44.0
光明,673,29.0
關渡,673,28.0
石牌,673,24.0
秀山,673,36.0
華山,674,25.0
忠孝,674,22.0
泉州,674,24.0
古亭,674,23.0
城中,674,25.0
雙園,674,29.0
龍山,674,26.0
萬芳,674,24.0
景美,674,29.0
木柵,674,26.0
寶橋,674,27.0
金華,674,23.0
安和,674,22.0
復興,674,22.0
南港,674,12.0
舊莊,674,14.0
成德,674,16.0
信義,674,21.0
永吉,674,20.0
莊敬,674,21.0
大直,674,23.0
松江,674,21.0
建國,674,16.0
圓山,674,19.0
八德,674,16.0
中崙,674,20.0
東湖,674,5.0
大湖,674,7.0
內湖,674,12.0
民權,674,18.0
建成,674,24.0
延平,674,21.0
大同,674,21.0
山仔后,674,39.0
天母,674,34.0
福安,674,24.0
社子,674,20.0
劍潭,674,25.0
雙溪,674,27.0
後港,674,22.0
陽明山,674,45.0
光明,674,34.0
關渡,674,32.0
石牌,674,29.0
秀山,674,38.0
華山,675,27.0
忠孝,675,24.0
泉州,675,26.0
古亭,675,26.0
城中,675,27.0
雙園,675,31.0
龍山,675,28.0
萬芳,675,27.0
景美,675,31.0
木柵,675,28.0
寶橋,675,30.0
金華,675,26.0
安和,675,25.0
復興,675,24.0
南港,675,15.0
舊莊,675,16.0
成德,675,19.0
信義,675,23.0
永吉,675,22.0
莊敬,675,23.0
大直,675,22.0
松江,675,23.0
建國,675,18.0
圓山,675,21.0
八德,675,19.0
中崙,675,22.0
東湖,675,8.0
大湖,675,5.0
內湖,675,12.0
民權,675,18.0
建成,675,26.0
延平,675,23.0
大同,675,23.0
山仔后,675,42.0
天母,675,36.0
福安,675,26.0
社子,675,22.0
劍潭,675,27.0
雙溪,675,26.0
後港,675,24.0
陽明山,675,47.0
光明,675,36.0
關渡,675,34.0
石牌,675,31.0
秀山,675,40.0
華山,676,29.0
忠孝,676,27.0
泉州,676,28.0
古亭,676,28.0
城中,676,29.0
雙園,676,33.0
龍山,676,30.0
萬芳,676,29.0
景美,676,33.0
木柵,676,30.0
寶橋,676,32.0
金華,676,28.0
安和,676,27.0
復興,676,27.0
南港,676,17.0
舊莊,676,19.0
成德,676,21.0
信義,676,25.0
永吉,676,24.0
莊敬,676,26.0
大直,676,24.0
松江,676,26.0
建國,676,21.0
圓山,676,23.0
八德,676,21.0
中崙,676,25.0
東湖,676,10.0
大湖,676,8.0
內湖,676,14.0
民權,676,21.0
建成,676,28.0
延平,676,26.0
大同,676,25.0
山仔后,676,47.0
天母,676,39.0
福安,676,29.0
社子,676,24.0
劍潭,676,29.0
雙溪,676,29.0
後港,676,27.0
陽明山,676,53.0
光明,676,39.0
關渡,676,37.0
石牌,676,34.0
秀山,676,47.0
華山,677,35.0
忠孝,677,32.0
泉州,677,34.0
古亭,677,34.0
城中,677,35.0
雙園,677,39.0
龍山,677,36.0
萬芳,677,35.0
景美,677,39.0
木柵,677,36.0
寶橋,677,38.0
金華,677,34.0
安和,677,33.0
復興,677,32.0
南港,677,23.0
舊莊,677,24.0
成德,677,27.0
信義,677,31.0
永吉,677,30.0
莊敬,677,31.0
大直,677,30.0
松江,677,31.0
建國,677,26.0
圓山,677,29.0
八德,677,27.0
中崙,677,30.0
東湖,677,15.0
大湖,677,13.0
內湖,677,21.0
民權,677,27.0
建成,677,34.0
延平,677,31.0
大同,677,31.0
山仔后,677,46.0
天母,677,44.0
福安,677,34.0
社子,677,30.0
劍潭,677,35.0
雙溪,677,34.0
後港,677,32.0
陽明山,677,52.0
光明,677,44.0
關渡,677,42.0
石牌,677,39.0
秀山,677,47.0
華山,697,29.0
忠孝,697,28.0
泉州,697,24.0
古亭,697,21.0
城中,697,32.0
雙園,697,30.0
龍山,697,32.0
萬芳,697,18.0
景美,697,26.0
木柵,697,19.0
寶橋,697,22.0
金華,697,27.0
安和,697,25.0
復興,697,20.0
南港,697,20.0
舊莊,697,14.0
成德,697,23.0
信義,697,22.0
永吉,697,24.0
莊敬,697,20.0
大直,697,28.0
松江,697,24.0
建國,697,27.0
圓山,697,27.0
八德,697,28.0
中崙,697,25.0
東湖,697,23.0
大湖,697,30.0
內湖,697,26.0
民權,697,23.0
建成,697,31.0
延平,697,28.0
大同,697,32.0
山仔后,697,45.0
天母,697,42.0
福安,697,35.0
社子,697,31.0
劍潭,697,32.0
雙溪,697,37.0
後港,697,33.0
陽明山,697,50.0
光明,697,45.0
關渡,697,43.0
石牌,697,40.0
秀山,697,44.0
華山,698,27.0
忠孝,698,27.0
泉州,698,22.0
古亭,698,19.0
城中,698,31.0
雙園,698,29.0
龍山,698,32.0
萬芳,698,16.0
景美,698,24.0
木柵,698,18.0
寶橋,698,19.0
金華,698,25.0
安和,698,24.0
復興,698,19.0
南港,698,15.0
舊莊,698,9.0
成德,698,18.0
信義,698,21.0
永吉,698,24.0
莊敬,698,19.0
大直,698,27.0
松江,698,23.0
建國,698,23.0
圓山,698,25.0
八德,698,27.0
中崙,698,24.0
東湖,698,18.0
大湖,698,25.0
內湖,698,21.0
民權,698,20.0
建成,698,29.0
延平,698,28.0
大同,698,28.0
山仔后,698,42.0
天母,698,41.0
福安,698,31.0
社子,698,27.0
劍潭,698,31.0
雙溪,698,33.0
