分隊,網格編號,車程時間
雙溪,109,21.0
後港,109,14.0
陽明山,109,23.0
光明,109,11.0
關渡,109,7.0
石牌,109,12.0
秀山,109,10.0
華山,110,21.0
忠孝,110,20.0
泉州,110,23.0
古亭,110,24.0
城中,110,22.0
雙園,110,23.0
龍山,110,21.0
萬芳,110,30.0
景美,110,29.0
木柵,110,33.0
寶橋,110,35.0
金華,110,23.0
安和,110,26.0
復興,110,23.0
南港,110,26.0
舊莊,110,28.0
成德,110,27.0
信義,110,28.0
永吉,110,26.0
莊敬,110,31.0
大直,110,22.0
松江,110,21.0
建國,110,17.0
圓山,110,16.0
八德,110,23.0
中崙,110,21.0
東湖,110,22.0
大湖,110,29.0
內湖,110,20.0
民權,110,27.0
建成,110,18.0
延平,110,17.0
大同,110,16.0
山仔后,110,27.0
天母,110,16.0
福安,110,6.0
社子,110,11.0
劍潭,110,15.0
雙溪,110,18.0
後港,110,12.0
陽明山,110,21.0
光明,110,9.0
關渡,110,5.0
石牌,110,10.0
秀山,110,9.0
華山,111,26.0
忠孝,111,25.0
泉州,111,28.0
古亭,111,29.0
城中,111,27.0
雙園,111,28.0
龍山,111,26.0
萬芳,111,35.0
景美,111,34.0
木柵,111,38.0
寶橋,111,40.0
金華,111,27.0
安和,111,31.0
復興,111,28.0
南港,111,31.0
舊莊,111,33.0
成德,111,32.0
信義,111,33.0
永吉,111,31.0
莊敬,111,36.0
大直,111,27.0
松江,111,26.0
建國,111,22.0
圓山,111,21.0
八德,111,28.0
中崙,111,26.0
東湖,111,27.0
大湖,111,34.0
內湖,111,25.0
民權,111,32.0
建成,111,23.0
延平,111,22.0
大同,111,21.0
山仔后,111,28.0
天母,111,19.0
福安,111,11.0
社子,111,16.0
劍潭,111,19.0
雙溪,111,23.0
後港,111,17.0
陽明山,111,23.0
光明,111,8.0
關渡,111,7.0
石牌,111,15.0
秀山,111,6.0
華山,112,29.0
忠孝,112,28.0
泉州,112,31.0
古亭,112,32.0
城中,112,30.0
雙園,112,27.0
龍山,112,29.0
萬芳,112,38.0
景美,112,37.0
木柵,112,41.0
寶橋,112,43.0
金華,112,31.0
安和,112,34.0
復興,112,31.0
南港,112,34.0
舊莊,112,37.0
成德,112,35.0
信義,112,36.0
永吉,112,34.0
莊敬,112,39.0
大直,112,30.0
松江,112,29.0
建國,112,25.0
圓山,112,24.0
八德,112,32.0
中崙,112,29.0
東湖,112,30.0
大湖,112,37.0
內湖,112,28.0
民權,112,35.0
建成,112,26.0
延平,112,25.0
大同,112,24.0
山仔后,112,29.0
天母,112,20.0
福安,112,14.0
社子,112,19.0
劍潭,112,23.0
雙溪,112,26.0
後港,112,20.0
陽明山,112,24.0
光明,112,9.0
關渡,112,8.0
石牌,112,18.0
秀山,112,5.0
華山,113,30.0
忠孝,113,30.0
泉州,113,33.0
古亭,113,33.0
城中,113,31.0
雙園,113,32.0
龍山,113,30.0
萬芳,113,40.0
景美,113,39.0
木柵,113,43.0
寶橋,113,44.0
金華,113,32.0
安和,113,35.0
復興,113,32.0
南港,113,36.0
舊莊,113,38.0
成德,113,36.0
信義,113,37.0
永吉,113,35.0
莊敬,113,40.0
大直,113,31.0
松江,113,30.0
建國,113,26.0
圓山,113,25.0
八德,113,33.0
中崙,113,30.0
東湖,113,31.0
大湖,113,38.0
內湖,113,30.0
民權,113,36.0
建成,113,27.0
延平,113,27.0
大同,113,26.0
山仔后,113,46.0
天母,113,21.0
福安,113,16.0
社子,113,21.0
劍潭,113,24.0
雙溪,113,27.0
後港,113,21.0
陽明山,113,52.0
光明,113,10.0
關渡,113,14.0
石牌,113,19.0
秀山,113,37.0
華山,124,23.0
忠孝,124,26.0
泉州,124,19.0
古亭,124,19.0
城中,124,25.0
雙園,124,18.0
龍山,124,20.0
萬芳,124,24.0
景美,124,19.0
木柵,124,24.0
寶橋,124,18.0
金華,124,26.0
安和,124,24.0
復興,124,24.0
南港,124,29.0
舊莊,124,27.0
成德,124,33.0
信義,124,28.0
永吉,124,28.0
莊敬,124,26.0
大直,124,34.0
松江,124,24.0
建國,124,30.0
圓山,124,27.0
八德,124,25.0
中崙,124,27.0
東湖,124,30.0
大湖,124,37.0
內湖,124,32.0
民權,124,29.0
建成,124,23.0
延平,124,19.0
大同,124,24.0
山仔后,124,41.0
天母,124,42.0
福安,124,26.0
社子,124,24.0
劍潭,124,33.0
雙溪,124,37.0
後港,124,28.0
陽明山,124,46.0
光明,124,36.0
關渡,124,33.0
石牌,124,35.0
秀山,124,32.0
華山,125,18.0
忠孝,125,22.0
泉州,125,12.0
古亭,125,19.0
城中,125,18.0
雙園,125,12.0
龍山,125,14.0
萬芳,125,22.0
景美,125,19.0
木柵,125,22.0
寶橋,125,16.0
金華,125,18.0
安和,125,21.0
復興,125,22.0
南港,125,27.0
舊莊,125,24.0
成德,125,27.0
信義,125,24.0
永吉,125,23.0
莊敬,125,24.0
大直,125,29.0
松江,125,19.0
建國,125,25.0
圓山,125,22.0
八德,125,20.0
中崙,125,22.0
東湖,125,28.0
大湖,125,34.0
內湖,125,27.0
民權,125,24.0
建成,125,18.0
延平,125,14.0
大同,125,19.0
山仔后,125,40.0
天母,125,37.0
福安,125,21.0
社子,125,19.0
劍潭,125,28.0
雙溪,125,31.0
後港,125,23.0
陽明山,125,45.0
光明,125,30.0
關渡,125,29.0
石牌,125,30.0
秀山,125,31.0
華山,127,15.0
忠孝,127,17.0
泉州,127,7.0
古亭,127,14.0
城中,127,14.0
雙園,127,9.0
龍山,127,12.0
萬芳,127,24.0
景美,127,16.0
木柵,127,25.0
寶橋,127,22.0
金華,127,14.0
安和,127,20.0
復興,127,18.0
南港,127,30.0
舊莊,127,29.0
成德,127,26.0
信義,127,23.0
永吉,127,21.0
莊敬,127,23.0
大直,127,27.0
松江,127,18.0
建國,127,20.0
圓山,127,21.0
八德,127,19.0
中崙,127,19.0
東湖,127,27.0
大湖,127,34.0
內湖,127,25.0
民權,127,23.0
建成,127,17.0
延平,127,13.0
大同,127,17.0
山仔后,127,39.0
天母,127,35.0
福安,127,20.0
社子,127,18.0
劍潭,127,25.0
雙溪,127,30.0
後港,127,22.0
陽明山,127,44.0
光明,127,29.0
關渡,127,25.0
石牌,127,29.0
秀山,127,30.0
華山,128,17.0
忠孝,128,19.0
泉州,128,11.0
古亭,128,17.0
城中,128,14.0
雙園,128,6.0
龍山,128,8.0
萬芳,128,27.0
景美,128,19.0
木柵,128,28.0
寶橋,128,23.0
金華,128,17.0
安和,128,27.0
復興,128,22.0
南港,128,29.0
舊莊,128,28.0
成德,128,25.0
信義,128,22.0
永吉,128,20.0
莊敬,128,26.0
大直,128,27.0
松江,128,17.0
建國,128,22.0
圓山,128,20.0
八德,128,18.0
中崙,128,20.0
東湖,128,27.0
大湖,128,34.0
內湖,128,25.0
民權,128,22.0
建成,128,16.0
延平,128,12.0
大同,128,16.0
山仔后,128,32.0
天母,128,34.0
福安,128,19.0
社子,128,17.0
劍潭,128,26.0
雙溪,128,29.0
後港,128,21.0
陽明山,128,38.0
光明,128,28.0
關渡,128,25.0
石牌,128,28.0
秀山,128,23.0
華山,129,9.0
忠孝,129,12.0
泉州,129,14.0
古亭,129,19.0
城中,129,11.0
雙園,129,9.0
龍山,129,7.0
萬芳,129,25.0
景美,129,22.0
木柵,129,27.0
寶橋,129,24.0
金華,129,16.0
安和,129,20.0
復興,129,17.0
南港,129,23.0
舊莊,129,21.0
成德,129,19.0
信義,129,16.0
永吉,129,14.0
莊敬,129,21.0
大直,129,20.0
松江,129,10.0
建國,129,16.0
圓山,129,13.0
八德,129,11.0
中崙,129,13.0
東湖,129,22.0
大湖,129,27.0
內湖,129,18.0
民權,129,15.0
建成,129,9.0
延平,129,5.0
大同,129,10.0
山仔后,129,32.0
天母,129,28.0
福安,129,12.0
社子,129,10.0
劍潭,129,19.0
雙溪,129,23.0
後港,129,14.0
陽明山,129,37.0
光明,129,22.0
關渡,129,20.0
石牌,129,21.0
秀山,129,23.0
華山,130,8.0
忠孝,130,13.0
泉州,130,9.0
古亭,130,18.0
城中,130,10.0
雙園,130,5.0
龍山,130,3.0
萬芳,130,25.0
景美,130,17.0
木柵,130,26.0
寶橋,130,25.0
金華,130,14.0
安和,130,20.0
復興,130,17.0
南港,130,22.0
舊莊,130,21.0
成德,130,18.0
信義,130,15.0
永吉,130,14.0
莊敬,130,20.0
大直,130,20.0
松江,130,10.0
建國,130,16.0
圓山,130,13.0
八德,130,11.0
中崙,130,13.0
東湖,130,21.0
大湖,130,27.0
內湖,130,18.0
民權,130,15.0
建成,130,9.0
延平,130,5.0
大同,130,9.0
山仔后,130,36.0
天母,130,28.0
福安,130,12.0
社子,130,10.0
劍潭,130,19.0
雙溪,130,22.0
後港,130,14.0
陽明山,130,42.0
光明,130,21.0
關渡,130,20.0
石牌,130,21.0
秀山,130,27.0
華山,131,13.0
忠孝,131,16.0
泉州,131,17.0
古亭,131,25.0
城中,131,13.0
雙園,131,10.0
龍山,131,10.0
萬芳,131,30.0
景美,131,26.0
木柵,131,31.0
寶橋,131,28.0
金華,131,20.0
安和,131,24.0
復興,131,22.0
南港,131,27.0
舊莊,131,25.0
成德,131,23.0
信義,131,20.0
永吉,131,18.0
莊敬,131,25.0
大直,131,25.0
松江,131,14.0
建國,131,19.0
圓山,131,17.0
八德,131,15.0
中崙,131,17.0
東湖,131,24.0
大湖,131,31.0
內湖,131,23.0
民權,131,19.0
建成,131,13.0
延平,131,9.0
大同,131,13.0
山仔后,131,31.0
天母,131,32.0
福安,131,16.0
社子,131,14.0
劍潭,131,23.0
雙溪,131,27.0
後港,131,18.0
陽明山,131,36.0
光明,131,26.0
關渡,131,24.0
石牌,131,25.0
秀山,131,25.0
華山,133,11.0
忠孝,133,13.0
泉州,133,14.0
古亭,133,19.0
城中,133,10.0
雙園,133,13.0
龍山,133,11.0
萬芳,133,25.0
景美,133,23.0
木柵,133,28.0
寶橋,133,28.0
金華,133,17.0
安和,133,21.0
復興,133,18.0
南港,133,21.0
舊莊,133,22.0
成德,133,20.0
信義,133,17.0
永吉,133,15.0
莊敬,133,22.0
大直,133,18.0
松江,133,11.0
建國,133,12.0
圓山,133,13.0
八德,133,12.0
中崙,133,14.0
東湖,133,17.0
大湖,133,24.0
內湖,133,15.0
民權,133,16.0
建成,133,11.0
延平,133,7.0
大同,133,9.0
山仔后,133,29.0
天母,133,26.0
福安,133,14.0
社子,133,10.0
劍潭,133,19.0
雙溪,133,21.0
後港,133,13.0
陽明山,133,35.0
光明,133,24.0
關渡,133,22.0
石牌,133,20.0
秀山,133,26.0
華山,134,15.0
忠孝,134,16.0
泉州,134,18.0
古亭,134,18.0
城中,134,14.0
雙園,134,17.0
龍山,134,15.0
萬芳,134,24.0
景美,134,23.0
木柵,134,27.0
寶橋,134,28.0
金華,134,17.0
安和,134,20.0
復興,134,16.0
南港,134,20.0
舊莊,134,22.0
成德,134,20.0
信義,134,21.0
永吉,134,19.0
莊敬,134,24.0
大直,134,16.0
松江,134,15.0
建國,134,10.0
圓山,134,10.0
八德,134,17.0
中崙,134,14.0
東湖,134,16.0
大湖,134,22.0
內湖,134,14.0
民權,134,20.0
建成,134,14.0
延平,134,12.0
大同,134,11.0
山仔后,134,27.0
天母,134,25.0
福安,134,13.0
社子,134,9.0
劍潭,134,16.0
雙溪,134,20.0
後港,134,11.0
陽明山,134,28.0
光明,134,23.0
關渡,134,21.0
石牌,134,18.0
秀山,134,15.0
華山,137,19.0
忠孝,137,21.0
泉州,137,22.0
古亭,137,22.0
城中,137,20.0
雙園,137,21.0
龍山,137,19.0
萬芳,137,28.0
景美,137,27.0
木柵,137,31.0
寶橋,137,33.0
金華,137,22.0
安和,137,24.0
復興,137,21.0
南港,137,24.0
舊莊,137,27.0
成德,137,25.0
信義,137,26.0
永吉,137,24.0
莊敬,137,29.0
大直,137,21.0
松江,137,20.0
建國,137,15.0
圓山,137,15.0
八德,137,22.0
中崙,137,19.0
東湖,137,20.0
大湖,137,27.0
內湖,137,18.0
民權,137,25.0
建成,137,17.0
延平,137,15.0
大同,137,15.0
山仔后,137,29.0
天母,137,21.0
福安,137,4.0
社子,137,10.0
劍潭,137,15.0
雙溪,137,19.0
後港,137,11.0
陽明山,137,30.0
光明,137,13.0
關渡,137,12.0
石牌,137,14.0
秀山,137,16.0
華山,138,21.0
忠孝,138,21.0
泉州,138,23.0
古亭,138,22.0
城中,138,22.0
雙園,138,23.0
龍山,138,21.0
萬芳,138,29.0
景美,138,28.0
木柵,138,31.0
寶橋,138,33.0
金華,138,22.0
安和,138,24.0
復興,138,21.0
南港,138,25.0
舊莊,138,27.0
成德,138,25.0
信義,138,28.0
永吉,138,26.0
莊敬,138,29.0
大直,138,21.0
松江,138,20.0
建國,138,15.0
圓山,138,14.0
八德,138,24.0
中崙,138,19.0
東湖,138,20.0
大湖,138,27.0
內湖,138,19.0
民權,138,25.0
建成,138,16.0
延平,138,17.0
大同,138,16.0
山仔后,138,28.0
天母,138,19.0
福安,138,5.0
社子,138,11.0
劍潭,138,17.0
雙溪,138,20.0
後港,138,13.0
陽明山,138,24.0
光明,138,13.0
關渡,138,13.0
石牌,138,11.0
秀山,138,11.0
華山,139,23.0
忠孝,139,22.0
泉州,139,25.0
古亭,139,26.0
城中,139,23.0
雙園,139,25.0
龍山,139,23.0
萬芳,139,32.0
景美,139,31.0
木柵,139,35.0
寶橋,139,36.0
金華,139,24.0
安和,139,28.0
復興,139,24.0
南港,139,28.0
舊莊,139,30.0
成德,139,29.0
信義,139,30.0
永吉,139,28.0
莊敬,139,33.0
大直,139,24.0
松江,139,23.0
建國,139,18.0
圓山,139,18.0
八德,139,25.0
中崙,139,22.0
東湖,139,24.0
大湖,139,30.0
內湖,139,22.0
民權,139,29.0
建成,139,20.0
延平,139,19.0
大同,139,18.0
山仔后,139,26.0
天母,139,18.0
福安,139,8.0
社子,139,13.0
劍潭,139,16.0
雙溪,139,20.0
後港,139,14.0
陽明山,139,22.0
光明,139,10.0
關渡,139,6.0
石牌,139,11.0
秀山,139,10.0
華山,140,20.0
忠孝,140,19.0
泉州,140,22.0
古亭,140,23.0
城中,140,21.0
雙園,140,22.0
龍山,140,20.0
萬芳,140,29.0
景美,140,28.0
木柵,140,32.0
寶橋,140,34.0
金華,140,22.0
安和,140,25.0
復興,140,22.0
南港,140,25.0
舊莊,140,28.0
成德,140,26.0
信義,140,27.0
永吉,140,25.0
莊敬,140,30.0
大直,140,21.0
松江,140,20.0
建國,140,16.0
圓山,140,15.0
八德,140,23.0
中崙,140,20.0
東湖,140,21.0
大湖,140,28.0
內湖,140,19.0
民權,140,26.0
建成,140,17.0
延平,140,16.0
大同,140,15.0
山仔后,140,26.0
天母,140,16.0
福安,140,5.0
社子,140,10.0
劍潭,140,14.0
雙溪,140,17.0
後港,140,11.0
陽明山,140,20.0
光明,140,8.0
關渡,140,10.0
石牌,140,9.0
秀山,140,8.0
華山,141,25.0
忠孝,141,24.0
泉州,141,27.0
古亭,141,28.0
城中,141,25.0
雙園,141,27.0
龍山,141,25.0
萬芳,141,34.0
景美,141,33.0
木柵,141,37.0
寶橋,141,38.0
金華,141,26.0
安和,141,30.0
復興,141,26.0
南港,141,30.0
舊莊,141,32.0
成德,141,31.0
信義,141,32.0
永吉,141,30.0
莊敬,141,34.0
大直,141,26.0
松江,141,25.0
建國,141,20.0
圓山,141,20.0
八德,141,27.0
中崙,141,24.0
東湖,141,26.0
大湖,141,32.0
內湖,141,24.0
民權,141,31.0
建成,141,22.0
延平,141,21.0
大同,141,20.0
山仔后,141,26.0
天母,141,18.0
福安,141,10.0
社子,141,15.0
劍潭,141,18.0
雙溪,141,22.0
後港,141,16.0
陽明山,141,21.0
光明,141,6.0
關渡,141,10.0
石牌,141,13.0
秀山,141,2.0
華山,142,27.0
忠孝,142,26.0
泉州,142,29.0
古亭,142,30.0
城中,142,28.0
雙園,142,29.0
龍山,142,27.0
萬芳,142,36.0
景美,142,35.0
木柵,142,39.0
寶橋,142,41.0
金華,142,29.0
安和,142,32.0
復興,142,29.0
南港,142,32.0
舊莊,142,35.0
成德,142,33.0
信義,142,34.0
永吉,142,32.0
莊敬,142,37.0
大直,142,28.0
松江,142,27.0
建國,142,23.0
圓山,142,22.0
八德,142,30.0
中崙,142,27.0
東湖,142,28.0
大湖,142,35.0
內湖,142,26.0
民權,142,33.0
建成,142,24.0
延平,142,23.0
大同,142,22.0
山仔后,142,27.0
天母,142,18.0
福安,142,12.0
社子,142,17.0
劍潭,142,21.0
雙溪,142,24.0
後港,142,18.0
陽明山,142,22.0
光明,142,7.0
關渡,142,9.0
石牌,142,16.0
秀山,142,3.0
華山,143,28.0
忠孝,143,28.0
泉州,143,31.0
古亭,143,31.0
城中,143,29.0
雙園,143,30.0
龍山,143,28.0
萬芳,143,37.0
景美,143,36.0
木柵,143,40.0
寶橋,143,42.0
金華,143,30.0
安和,143,33.0
復興,143,30.0
南港,143,33.0
舊莊,143,36.0
成德,143,34.0
信義,143,35.0
永吉,143,33.0
莊敬,143,38.0
大直,143,29.0
松江,143,28.0
建國,143,24.0
圓山,143,23.0
八德,143,31.0
中崙,143,28.0
東湖,143,29.0
大湖,143,36.0
內湖,143,27.0
民權,143,34.0
建成,143,25.0
延平,143,24.0
大同,143,23.0
山仔后,143,32.0
天母,143,19.0
福安,143,13.0
社子,143,18.0
劍潭,143,22.0
雙溪,143,25.0
後港,143,19.0
陽明山,143,27.0
光明,143,8.0
關渡,143,12.0
石牌,143,17.0
秀山,143,8.0
華山,144,33.0
忠孝,144,32.0
泉州,144,35.0
古亭,144,36.0
城中,144,34.0
雙園,144,35.0
龍山,144,33.0
萬芳,144,42.0
景美,144,41.0
木柵,144,45.0
寶橋,144,47.0
金華,144,35.0
安和,144,38.0
復興,144,35.0
南港,144,38.0
舊莊,144,40.0
成德,144,39.0
信義,144,40.0
永吉,144,38.0
莊敬,144,43.0
大直,144,34.0
松江,144,33.0
建國,144,29.0
圓山,144,28.0
八德,144,35.0
中崙,144,33.0
東湖,144,34.0
大湖,144,41.0
內湖,144,32.0
民權,144,39.0
建成,144,30.0
延平,144,29.0
大同,144,28.0
山仔后,144,39.0
天母,144,24.0
福安,144,18.0
社子,144,23.0
劍潭,144,27.0
雙溪,144,30.0
後港,144,24.0
陽明山,144,30.0
光明,144,13.0
關渡,144,16.0
石牌,144,22.0
秀山,144,14.0
華山,146,39.0
忠孝,146,39.0
泉州,146,42.0
古亭,146,42.0
城中,146,40.0
雙園,146,41.0
龍山,146,39.0
萬芳,146,49.0
景美,146,48.0
木柵,146,52.0
寶橋,146,53.0
金華,146,41.0
安和,146,44.0
復興,146,41.0
南港,146,45.0
舊莊,146,47.0
成德,146,45.0
信義,146,46.0
永吉,146,44.0
莊敬,146,49.0
大直,146,40.0
松江,146,40.0
建國,146,35.0
圓山,146,34.0
八德,146,42.0
中崙,146,39.0
東湖,146,40.0
大湖,146,47.0
內湖,146,39.0
民權,146,45.0
建成,146,36.0
延平,146,36.0
大同,146,35.0
山仔后,146,36.0
天母,146,34.0
福安,146,25.0
社子,146,30.0
劍潭,146,33.0
雙溪,146,36.0
後港,146,30.0
陽明山,146,41.0
光明,146,19.0
關渡,146,23.0
石牌,146,28.0
秀山,146,27.0
華山,156,12.0
忠孝,156,16.0
泉州,156,9.0
古亭,156,18.0
城中,156,15.0
雙園,156,7.0
龍山,156,9.0
萬芳,156,26.0
景美,156,17.0
木柵,156,26.0
寶橋,156,25.0
金華,156,18.0
安和,156,23.0
復興,156,20.0
南港,156,26.0
舊莊,156,24.0
成德,156,22.0
信義,156,19.0
永吉,156,17.0
莊敬,156,24.0
大直,156,24.0
松江,156,14.0
建國,156,19.0
圓山,156,16.0
八德,156,15.0
中崙,156,17.0
東湖,156,25.0
大湖,156,31.0
內湖,156,22.0
民權,156,19.0
建成,156,13.0
延平,156,9.0
大同,156,13.0
山仔后,156,35.0
天母,156,31.0
福安,156,16.0
社子,156,14.0
劍潭,156,23.0
雙溪,156,26.0
後港,156,18.0
陽明山,156,40.0
光明,156,25.0
關渡,156,23.0
石牌,156,25.0
秀山,156,26.0
華山,157,11.0
忠孝,157,15.0
泉州,157,8.0
古亭,157,17.0
城中,157,14.0
雙園,157,6.0
龍山,157,8.0
萬芳,157,25.0
景美,157,16.0
木柵,157,25.0
寶橋,157,24.0
金華,157,17.0
安和,157,22.0
復興,157,19.0
南港,157,25.0
舊莊,157,23.0
成德,157,21.0
信義,157,18.0
永吉,157,16.0
莊敬,157,23.0
大直,157,23.0
松江,157,13.0
建國,157,18.0
圓山,157,15.0
八德,157,14.0
中崙,157,16.0
東湖,157,24.0
大湖,157,30.0
內湖,157,21.0
民權,157,18.0
建成,157,11.0
延平,157,8.0
大同,157,12.0
山仔后,157,39.0
天母,157,30.0
福安,157,15.0
社子,157,13.0
劍潭,157,22.0
雙溪,157,25.0
後港,157,17.0
陽明山,157,44.0
光明,157,24.0
關渡,157,22.0
石牌,157,24.0
秀山,157,30.0
華山,158,16.0
忠孝,158,18.0
泉州,158,8.0
古亭,158,17.0
城中,158,13.0
雙園,158,4.0
龍山,158,7.0
萬芳,158,24.0
景美,158,16.0
木柵,158,25.0
寶橋,158,24.0
金華,158,16.0
安和,158,25.0
復興,158,19.0
南港,158,29.0
舊莊,158,27.0
成德,158,25.0
信義,158,22.0
永吉,158,20.0
莊敬,158,26.0
大直,158,27.0
松江,158,17.0
建國,158,22.0
圓山,158,19.0
八德,158,19.0
中崙,158,19.0
東湖,158,28.0
大湖,158,35.0
內湖,158,25.0
民權,158,22.0
建成,158,16.0
延平,158,13.0
大同,158,16.0
山仔后,158,36.0
天母,158,34.0
福安,158,19.0
社子,158,17.0
劍潭,158,26.0
雙溪,158,29.0
後港,158,21.0
陽明山,158,42.0
光明,158,28.0
關渡,158,26.0
石牌,158,28.0
秀山,158,27.0
華山,159,13.0
忠孝,159,16.0
泉州,159,8.0
古亭,159,17.0
城中,159,11.0
雙園,159,3.0
龍山,159,4.0
萬芳,159,25.0
景美,159,17.0
木柵,159,26.0
寶橋,159,24.0
金華,159,14.0
安和,159,24.0
復興,159,19.0
南港,159,26.0
舊莊,159,25.0
成德,159,22.0
信義,159,20.0
永吉,159,18.0
莊敬,159,24.0
大直,159,24.0
松江,159,14.0
建國,159,20.0
圓山,159,17.0
八德,159,15.0
中崙,159,17.0
東湖,159,26.0
大湖,159,31.0
內湖,159,22.0
民權,159,19.0
建成,159,13.0
延平,159,9.0
大同,159,14.0
山仔后,159,31.0
天母,159,32.0
福安,159,16.0
社子,159,14.0
劍潭,159,23.0
雙溪,159,27.0
後港,159,18.0
陽明山,159,36.0
光明,159,26.0
關渡,159,24.0
石牌,159,25.0
秀山,159,22.0
華山,160,7.0
忠孝,160,11.0
泉州,160,14.0
古亭,160,18.0
城中,160,10.0
雙園,160,8.0
龍山,160,10.0
萬芳,160,24.0
景美,160,23.0
木柵,160,27.0
寶橋,160,30.0
金華,160,15.0
安和,160,19.0
復興,160,16.0
南港,160,21.0
舊莊,160,20.0
成德,160,17.0
信義,160,14.0
永吉,160,13.0
莊敬,160,19.0
大直,160,19.0
松江,160,9.0
建國,160,15.0
圓山,160,12.0
八德,160,10.0
中崙,160,12.0
東湖,160,20.0
大湖,160,26.0
內湖,160,17.0
民權,160,14.0
建成,160,8.0
延平,160,4.0
大同,160,8.0
山仔后,160,31.0
天母,160,27.0
福安,160,11.0
社子,160,9.0
劍潭,160,18.0
雙溪,160,21.0
後港,160,13.0
陽明山,160,36.0
光明,160,20.0
關渡,160,19.0
石牌,160,20.0
秀山,160,22.0
華山,161,7.0
忠孝,161,11.0
泉州,161,13.0
古亭,161,20.0
城中,161,8.0
雙園,161,10.0
龍山,161,5.0
萬芳,161,24.0
景美,161,20.0
木柵,161,29.0
寶橋,161,28.0
金華,161,14.0
安和,161,18.0
復興,161,16.0
南港,161,21.0
舊莊,161,20.0
成德,161,17.0
信義,161,14.0
永吉,161,12.0
莊敬,161,19.0
大直,161,19.0
松江,161,9.0
建國,161,15.0
圓山,161,12.0
八德,161,10.0
中崙,161,12.0
東湖,161,20.0
大湖,161,26.0
內湖,161,17.0
民權,161,14.0
建成,161,8.0
延平,161,4.0
大同,161,8.0
山仔后,161,32.0
天母,161,26.0
福安,161,11.0
社子,161,9.0
劍潭,161,18.0
雙溪,161,21.0
後港,161,13.0
陽明山,161,38.0
光明,161,20.0
關渡,161,19.0
石牌,161,20.0
秀山,161,23.0
華山,162,8.0
忠孝,162,10.0
泉州,162,12.0
古亭,162,19.0
城中,162,7.0
雙園,162,9.0
龍山,162,9.0
萬芳,162,24.0
景美,162,20.0
木柵,162,29.0
寶橋,162,28.0
金華,162,14.0
安和,162,18.0
復興,162,16.0
南港,162,21.0
舊莊,162,19.0
成德,162,17.0
信義,162,14.0
永吉,162,12.0
莊敬,162,19.0
大直,162,18.0
松江,162,9.0
建國,162,15.0
圓山,162,13.0
八德,162,10.0
中崙,162,12.0
東湖,162,20.0
大湖,162,26.0
內湖,162,17.0
民權,162,14.0
建成,162,9.0
延平,162,5.0
大同,162,9.0
山仔后,162,29.0
天母,162,28.0
福安,162,12.0
社子,162,10.0
劍潭,162,19.0
雙溪,162,23.0
後港,162,14.0
陽明山,162,35.0
光明,162,21.0
關渡,162,20.0
石牌,162,21.0
秀山,162,23.0
華山,164,15.0
忠孝,164,16.0
泉州,164,20.0
古亭,164,18.0
城中,164,16.0
雙園,164,13.0
龍山,164,12.0
萬芳,164,24.0
景美,164,23.0
木柵,164,27.0
寶橋,164,28.0
金華,164,17.0
安和,164,20.0
復興,164,16.0
南港,164,20.0
舊莊,164,22.0
成德,164,20.0
信義,164,22.0
永吉,164,20.0
莊敬,164,24.0
大直,164,16.0
松江,164,15.0
建國,164,10.0
圓山,164,10.0
八德,164,17.0
中崙,164,14.0
東湖,164,16.0
大湖,164,22.0
內湖,164,14.0
民權,164,20.0
建成,164,11.0
延平,164,11.0
大同,164,9.0
山仔后,164,30.0
天母,164,25.0
福安,164,12.0
社子,164,9.0
劍潭,164,16.0
雙溪,164,20.0
後港,164,11.0
陽明山,164,35.0
光明,164,21.0
關渡,164,20.0
石牌,164,18.0
秀山,164,21.0
華山,165,16.0
忠孝,165,16.0
泉州,165,18.0
古亭,165,18.0
城中,165,17.0
雙園,165,14.0
龍山,165,13.0
萬芳,165,24.0
景美,165,23.0
木柵,165,27.0
寶橋,165,28.0
金華,165,18.0
安和,165,20.0
復興,165,17.0
南港,165,20.0
舊莊,165,22.0
成德,165,21.0
信義,165,22.0
永吉,165,20.0
莊敬,165,25.0
大直,165,16.0
松江,165,15.0
建國,165,11.0
圓山,165,11.0
八德,165,17.0
中崙,165,14.0
東湖,165,16.0
大湖,165,22.0
內湖,165,14.0
民權,165,21.0
建成,165,12.0
延平,165,12.0
大同,165,10.0
山仔后,165,30.0
天母,165,25.0
福安,165,10.0
社子,165,9.0
劍潭,165,18.0
雙溪,165,20.0
後港,165,11.0
陽明山,165,35.0
光明,165,20.0
關渡,165,18.0
石牌,165,18.0
秀山,165,21.0
華山,166,15.0
忠孝,166,17.0
泉州,166,20.0
古亭,166,19.0
城中,166,15.0
雙園,166,13.0
龍山,166,12.0
萬芳,166,25.0
景美,166,24.0
木柵,166,28.0
寶橋,166,29.0
金華,166,19.0
安和,166,21.0
復興,166,17.0
南港,166,21.0
舊莊,166,23.0
成德,166,21.0
信義,166,21.0
永吉,166,19.0
莊敬,166,25.0
大直,166,17.0
松江,166,16.0
建國,166,11.0
圓山,166,11.0
八德,166,17.0
中崙,166,15.0
東湖,166,17.0
大湖,166,23.0
內湖,166,15.0
民權,166,21.0
建成,166,11.0
延平,166,11.0
大同,166,9.0
山仔后,166,26.0
天母,166,25.0
福安,166,10.0
社子,166,10.0
劍潭,166,18.0
